,OrderNo,OrderDate,Month,Year,CustomerID,Revenue,Seq,First Touch Channel,Channel_Type
701473,300047854000,2023-05-24,5,24,b2ff71f24de5393a5a51120fd89977a2,1518.1,29,Affiliate,Paid
227913,300039885444,2022-12-18,12,12,30caefea9159f21daa763f3c5d194d12,1999.0,24,Paid Search,Paid
866215,300042988270,2023-02-15,2,24,b5568bd8c580f7792f7373f4567f6621,8099.0,26,Direct,Organic
274691,TC300029505913,2022-07-11,7,12,7557e725b190b9492c49cd4f75986c6c,1999.0,19,Direct,Organic
708261,300046163668,2023-04-20,4,24,018dca51f57a846d780dc449425b986b,7990.0,28,Direct,Organic
59287,300034012742,2022-09-25,9,12,fd57dc84af244bfe9ddabefa12933b51,68990.0,21,Organic Search,Organic
710390,300047456009,2023-05-12,5,24,c24852d49f18a117fc919a1855093395,9490.0,29,Organic Search,Organic
125692,300038812573,2022-11-26,11,12,6cbe7fd7ca7ae4f0e90607d7922a1bc1,270.0,23,Loyalty,Unknown
801883,300048595079,2023-05-29,5,24,9e27f218bce1f15365cc3a6f2fc1812a,19390.0,29,Paid Search,Paid
278727,300029092072,2022-07-06,7,12,1f16244a431157809d6f3573ada7c164,12499.0,19,Paid Search,Paid
718981,300046108799,2023-04-19,4,24,097f070d0d94b6d901b67d1138c8fc51,949.0,28,Paid Search,Paid
275549,300035822855,2022-10-13,10,12,b042cb0997437d31b7be5391ac24d09d,999.0,22,Organic Search,Organic
145240,300034630354,2022-09-28,9,12,51b02d7e2e95aad796e246667f048714,52990.0,21,Organic Search,Organic
483049,300037488694,2022-11-04,11,12,5e809ace3f55fc4a4ff4e8728b056c5a,13999.0,23,Organic Search,Organic
31122,300031490449,2022-08-13,8,12,b2e79d18d30301f9fb56f8231d00e87d,24999.0,20,Paid Search,Paid
374324,300027586219,2022-06-29,6,12,e13a140be3581803c84f88c3c7fab404,1799.0,18,Paid Search,Paid
841187,300046395586,2023-05-03,5,24,87e78b5e970bb490d62d07b268d6cc2c,21999.0,29,Direct,Organic
774087,300042885837,2023-02-25,2,24,c733840e23cc45cf42df93528b4efe22,999.0,26,Paid Search,Paid
461213,300027032811,2022-05-25,5,12,01b549fda8c68f1900d299c5d78d4724,6990.0,17,Paid Search,Paid
631387,300042078337,2023-01-26,1,24,bd88538acd067c235fb87bd5fdd6b09e,11241.0,25,Direct,Organic
151322,TC300031339112,2022-08-11,8,12,7731fc1217ac2b23f0c03454666de30a,41990.0,20,Internal,Organic
433936,300026060215,2022-05-10,5,12,af2d7ed7dcaf8b04b55f3585091a14ee,680.0,17,Paid Search,Paid
697897,TC300048292906,2023-05-25,5,24,26bdaa1321223ab2350d992642768c6e,34890.0,29,Direct,Organic
455710,300026998177,2022-05-24,5,12,45c4a6800fa6cd6ea830b26a94a8e252,15999.0,17,Organic Search,Organic
562353,300022268239,2022-01-29,1,12,8ff4b53a441a9cb2ef172cadbf243f45,899.0,13,Paid Search,Paid
866083,300043011618,2023-02-15,2,24,dbea6f3db9a7667b3e9b1fbd954998b4,3650.5,26,Paid Search,Paid
99056,300040696749,2022-12-31,12,12,5d3b1694e13ec586df1bcbeb370de0ef,1049.0,24,Direct,Organic
771153,300048104760,2023-05-23,5,24,805caaaff9755908038121f08e96057c,499.0,29,Organic Search,Organic
645283,300047124038,2023-05-07,5,24,d150e9a7bc4f758470bd4f0f3f2a5477,12349.0,29,Organic Search,Organic
745954,300041978137,2023-01-25,1,24,911acc7087df4e015a9abcfa6d0d8d63,21499.0,25,Paid Search,Paid
643818,300046348775,2023-04-23,4,24,f3ce88da91ca508298f07a1bbe1dd827,25490.0,28,Organic Search,Organic
458133,300038486173,2022-11-23,11,12,889aef25359afc20940655fedbc1c4c5,199.0,23,Paid Search,Paid
365082,300028019818,2022-06-14,6,12,8eec3d1c70d5b8e0453807dae95aa6d4,28990.0,18,Paid Search,Paid
689004,300042531708,2023-02-05,2,24,038a68a646877839c5fa48b87875cd9a,1.0,26,Organic Search,Organic
606464,300021648526,2022-01-09,1,12,d199aecf6ee37c862ecb599a47a0271a,15298.2,13,Organic Search,Organic
766811,300046538213,2023-04-27,4,24,2f60fa606ffc5ed6bb7f1fc43e88b1b3,1890.0,28,Paid Search,Paid
607223,300021676857,2022-01-09,1,12,c70de99a513f1e3a3159e122253e660c,1946.55,13,Referral,Paid
507978,300023300462,2022-03-05,3,12,62a81b9b15e5d984ca66e9591c204cd8,55398.25,15,Organic Search,Organic
12447,300031567405,2022-08-14,8,12,790807b83bdd80f50a9869f60cc8db8c,944.1,20,Paid Search,Paid
267003,300027720140,2022-06-13,6,12,32d22ebd773dfae93b16bc79be9c772d,19999.0,18,Paid Search,Paid
702429,300045455826,2023-04-08,4,24,604e7ed310b1219c930bc16c000360a6,1799.1,28,Organic Search,Organic
329847,300029866976,2022-07-18,7,12,6594d65c911a53eddb34f3af425ff505,11990.0,19,Direct,Organic
301509,300035881103,2022-10-14,10,12,44d30a6a60830f40c224dcb490e54300,11999.0,22,Paid Search,Paid
837697,300044416770,2023-03-17,3,24,85eeaa812719356d7acc1c150d957b38,599.0,27,Affiliate,Paid
245745,300023804937,2022-03-19,3,12,1f2c4158f18910bb5ba51dec0d4b7d11,9499.0,15,Referral,Paid
269010,300029205192,2022-07-05,7,12,e28fa43fb3f0ed8310470e30cede38a2,4999.0,19,Direct,Organic
140368,300023858471,2022-03-20,3,12,7b2fdca5176b50ce413e840addd944b2,8999.0,15,Paid Search,Paid
743976,300046609041,2023-04-28,4,24,1c173339f6cd40ed2e7869ad698c2459,6300.0,28,Direct,Organic
336596,300039292402,2022-12-10,12,12,1c57dba05f4b9a93037dd9646a6894f7,8037.0,24,Organic Search,Organic
748178,300042194686,2023-02-04,2,24,27d6b2e0e6b6b46d6fd5a4ab630a2969,698.1,26,Paid Search,Paid
849507,300043098958,2023-02-17,2,24,b41c5777b744a51c3f9f3f63b554700b,939.0,26,Paid Search,Paid
339941,300028500169,2022-06-21,6,12,17d3dd72fef0d80372dc376aeae73957,8991.0,18,Paid Search,Paid
73421,300040307583,2022-12-25,12,12,98f6f39de47510157c72640a19940a87,9531.0,24,Organic Search,Organic
655623,300045821517,2023-04-14,4,24,1a5f003f5ddfec63f33c0769550d6aaa,17990.0,28,Paid Search,Paid
373747,300028887471,2022-06-29,6,12,6615eef382b360d5dab67733d57e40ff,1399.0,18,Paid Search,Paid
217377,300037039130,2022-10-27,10,12,1cbd5ac18307f040bf8926badb343a6b,999.0,22,Paid Search,Paid
619265,300022343549,2022-02-02,2,12,964c2a9c5a195b131ff33fe1cf15f4b1,1710.0,14,Direct,Organic
81329,TC300026395447,2022-05-15,5,12,beaa38a9ef450bfe0c20cad64ad24e39,18999.0,17,Paid Search,Paid
618592,300021709186,2022-01-10,1,12,0b836f164ee4d08a23f1fd95781121d0,7495.5,13,Direct,Organic
890876,300041214525,2023-01-12,1,24,b3398ac05c81ee43ee20031052230941,34980.0,25,Organic Search,Organic
64319,300028372971,2022-06-19,6,12,2cd7ea3c53e664b7f0ecf99e33b06b46,19900.0,18,Organic Search,Organic
393294,300025219605,2022-04-22,4,12,231bf029d74e3b86820e527de01a335e,16199.1,16,Direct,Organic
118355,300026760053,2022-06-11,6,12,12ac1088d73aa9744042b71d3076d59e,8999.1,18,Internal,Organic
178009,300036091560,2022-10-17,10,12,a809be1907864a03670d35670b9eb97e,1849.0,22,Direct,Organic
74930,TC300026908540,2022-05-22,5,12,2d536817f5bd21790204ef029b20198b,24999.0,17,Direct,Organic
764432,300047682124,2023-05-16,5,24,75e148c7d8015cb27e086e6bec9d6f6f,30490.0,29,Organic Search,Organic
181042,TC300026744404,2022-05-21,5,12,5c853ced7b9f15439480a1a86abcf186,15561.0,17,Direct,Organic
463979,300032216326,2022-08-26,8,12,3a6a278ab2027e4269db3c3229bde9be,1219.0,20,Direct,Organic
607916,300022538866,2022-02-15,2,12,652b1cfa04c73db346e8c4e613d5de9c,494.1,14,Paid Search,Paid
448078,300039356347,2022-12-06,12,12,875b6abc6be075cd0f899e17ec7fcfca,2990.0,24,Organic Search,Organic
259843,300032398875,2022-08-31,8,12,319335ef16f2e06b3678471ae5c3e00b,399.0,20,Organic Search,Organic
199318,300028211887,2022-06-17,6,12,1f1929820bb8bdc59ddeda2618771a28,18490.0,18,Internal,Organic
263871,300040530747,2022-12-29,12,12,37ea7536669b8878e20b961687074d34,1049.0,24,Paid Search,Paid
514594,300037968226,2022-11-14,11,12,f1ae4d78850369da3af419d64e4b0949,45900.0,23,Organic Search,Organic
901589,300043336538,2023-02-22,2,24,9db4ec03bf255925e27aff131b1419d0,199.0,26,Paid Social,Paid
376896,300026937535,2022-05-23,5,12,832d4ffacb321a8659e4b74dff67596d,31949.1,17,Organic Search,Organic
61992,TC300028346162,2022-06-19,6,12,26236bf2e78d238539e43babff9d5ad9,13499.0,18,Direct,Organic
81958,300026423792,2022-05-15,5,12,1ef0283e542ed03d5d1cbb4626d1bb1b,36390.0,17,Direct,Organic
768717,300046586238,2023-04-27,4,24,ff344a720d86964190cca8d89ac73b00,5999.0,28,Organic Search,Organic
806895,300046951729,2023-05-04,5,24,b0779429efb9d0e204d3216fad8a11ae,129.0,29,Paid Search,Paid
792328,300041580874,2023-01-23,1,24,f29858cc6db5e9ddbd92c1aed23620a7,1250.0,25,Paid Search,Paid
692029,300043185380,2023-02-19,2,24,605fd66085a0b017decf8dd065299b5b,82900.0,26,Paid Search,Paid
598562,300022301691,2022-01-31,1,12,d8caf9a9e607051d1812e00f18805272,299.0,13,Paid Search,Paid
475089,300024168137,2022-03-28,3,12,8b19da7fec11c4036ff01d48fedce6c5,8549.14,15,Affiliate,Paid
55387,TC300029479092,2022-07-10,7,12,90be92c8dbe209f8c488ae95c7f780f2,18999.0,19,Direct,Organic
862357,300040838344,2023-01-03,1,24,09d4d7c9aaaea7ff67b6af62de007805,499.0,25,Paid Search,Paid
103098,300025344330,2022-04-24,4,12,7c89ac27c0e25e6d19e48005e9c63dd5,1529.1,16,Paid Search,Paid
601545,300023013870,2022-02-23,2,12,02c4a6cce51582f35a30bd2d7ff06772,1429.0,14,Paid Search,Paid
109423,300028771183,2022-06-26,6,12,b4823a2163f43c8e2403db885d936bdc,109999.0,18,Organic Search,Organic
132288,300031986866,2022-08-21,8,12,36145351303c1fa831a2d9cc8737cc68,12499.0,20,Organic Search,Organic
745378,TC300041956294,2023-01-25,1,24,943dad14025d4891830eca983f9cb46e,8999.0,25,Internal,Organic
139976,300023798775,2022-03-20,3,12,9308e4b927cc00d213e587ff065f297e,4139.1,15,Direct,Organic
409194,300025156899,2022-04-21,4,12,d8d28ca107abf672dcde7032b4a52dce,16499.0,16,Direct,Organic
547092,300023979113,2022-03-24,3,12,0f588505040d2676082e5ade0a379d32,5985.0,15,Paid Search,Paid
570140,300023082727,2022-03-04,3,12,98f13368c87e5de79b4141f4b6398cc7,1034.4,15,Organic Search,Organic
784128,300040811022,2023-01-02,1,24,4bb083b893f5440c87fbb74a89aa45cb,2295.0,25,Paid Search,Paid
225790,300023882252,2022-05-13,5,12,edbdbca11a6b262797266e56eb07571a,2835.0,17,Organic Search,Organic
860138,300040791089,2023-02-02,2,24,f20f85ce6cb4a62e6456a284b495d276,539.1,26,Direct,Organic
553827,300023750851,2022-03-18,3,12,94dbf66ca7588995a0b88bedd55c157b,6749.1,15,Referral,Paid
318394,300028607787,2022-06-23,6,12,85767c0193fc944d908c29d875f96245,400.5,18,Direct,Organic
58501,300034045797,2022-09-25,9,12,d8e8f4053f51f214dd11dc15520dec81,25999.0,21,Organic Search,Organic
286431,300032232186,2022-08-27,8,12,8d2d1b365e3705892f3a61305214fec9,7837.5,20,Paid Search,Paid
622668,300020427296,2022-01-15,1,12,ef7c7098e907dbf54969fe3be4fb8d0a,26999.1,13,Paid Search,Paid
27420,TC300036424299,2022-10-20,10,12,0df618781ed0f4ba0b1b99b8ad97ad8b,9490.0,22,Internal,Organic
853173,300042431788,2023-02-03,2,24,e49534eed5ffc1b4a56e34bea97b9bd8,1799.0,26,Organic Search,Organic
325199,300031765248,2022-08-17,8,12,ba31664789dcb875c4f4ab74eb8b50dd,12990.0,20,Loyalty,Unknown
754182,300045661321,2023-04-12,4,24,73087be72b638c4a2becb9b432e11598,589.0,28,Organic Search,Organic
583892,TC300021829009,2022-01-17,1,12,73d7e524b6829b174e20d6a9b9e51424,79530.3,13,Internal,Organic
68364,300036339337,2022-10-19,10,12,dce67bb3e5b3ad61a4dd2fc154fcd5e8,3799.0,22,Paid Search,Paid
762408,300045146362,2023-04-01,4,24,19133191d5315da505d3293054561b7c,998.0,28,Paid Search,Paid
300227,300029162344,2022-07-04,7,12,98a603eb851d6d9415e8cbf064187939,3824.1,19,Organic Search,Organic
291772,300027129675,2022-05-27,5,12,87fb4dadc74ff6b08d6b986c7349a31b,798.0,17,Paid Search,Paid
766000,300042806390,2023-02-11,2,24,734cb56be800b005219ec23adc9006cd,2069.1,26,Paid Search,Paid
45355,300024434465,2022-04-03,4,12,eecad3045ea3dd231674a4928f331057,999.0,16,Paid Search,Paid
194886,TC300026775041,2022-05-20,5,12,1fbbbb96477e46092a6694649943fa14,68990.0,17,Internal,Organic
829428,300043971633,2023-03-07,3,24,d76cc9f4d5fb6cd03802e6cbd7108613,294.0,27,Direct,Organic
902807,300041131720,2023-01-10,1,24,02d00edef6459ec3f64096e020c11dd4,6790.0,25,Direct,Organic
716860,300044835738,2023-03-25,3,24,2d78942b9d3bdc6d73535ec5860d14a2,137990.0,27,Direct,Organic
236204,300030591264,2022-09-03,9,12,386d281e00b3cd46103ce100320820e2,269.0,21,Organic Search,Organic
718231,300046084960,2023-04-19,4,24,b66c9703cccbda29b36d98156d5e1cca,14248.1,28,Organic Search,Organic
303350,TC300039230569,2022-12-03,12,12,a8256b4dd56865ada3a6d9bb338102b8,1999.0,24,Internal,Organic
741402,300044455728,2023-03-18,3,24,4159f79c84de8e6816cc8193ceee042f,259.0,27,Organic Search,Organic
78157,300035588573,2022-10-09,10,12,a891a43cb82079257aaddb85fcb27210,299.0,22,Direct,Organic
674115,TC300044212143,2023-03-12,3,24,5f4e33375d5f75e4503960df15236ec5,44.0,27,Direct,Organic
85004,TC300027580313,2022-06-05,6,12,29028085bdec407ce599852937e28d71,1999.0,18,Direct,Organic
342359,300027280542,2022-05-30,5,12,2f28b69c1edb8f54028f3237f719cd33,189.05,17,Paid Search,Paid
448328,TC300039194730,2022-12-06,12,12,ace2641abd689be6f4577e9bc2927d15,11990.0,24,Internal,Organic
745335,300041954574,2023-01-25,1,24,beecb4edeb3e75d330b073b81590ff5d,13050.0,25,Paid Search,Paid
130408,300034808895,2022-09-30,9,12,65c079f670b8bf105b192de39257eba3,39990.0,21,Organic Search,Organic
663806,TC300046624917,2023-05-20,5,24,baee488597f14ecf0db32b2b16d5b45a,17499.0,29,Direct,Organic
307522,300029655027,2022-07-14,7,12,07f2a23d99450e0fe9927e40a9322142,66510.0,19,Paid Search,Paid
569902,300023065820,2022-03-04,3,12,4410d2aaf7e40186bc85b73f8a10dbc8,1499.0,15,Organic Search,Organic
260751,300032434058,2022-08-31,8,12,446d853d9bbdf9d3abb3dd2b447e3d84,2299.0,20,Organic Search,Organic
865967,300043006589,2023-02-15,2,24,807fe1803d4338ad38a950663cfef735,2499.0,26,Direct,Organic
860699,300044888178,2023-03-27,3,24,aa52609d30fdf324a2b3c707250858bd,14849.1,27,Affiliate,Paid
640197,300047544135,2023-05-14,5,24,f06db0398a7ae8624b632f9375bfeb8f,33700.0,29,Organic Search,Organic
644326,300046364217,2023-04-23,4,24,900122c554e7b36d68e6fd879a301bbe,36990.0,28,Direct,Organic
460353,300026759346,2022-05-25,5,12,8a1bbab3c8a2d99682fa4e65186d94bb,999.0,17,Organic Search,Organic
753508,300046755543,2023-05-18,5,24,9ddbdbe04625a323bab798298be193b1,32990.0,29,Affiliate,Paid
523062,300023160497,2022-03-23,3,12,a4556192e4bfd2207ab4990c3d845ad8,13499.0,15,Direct,Organic
485811,300037674507,2022-11-08,11,12,94d92d639b4e87c3a66976a4dc573f4d,13999.0,23,Paid Search,Paid
903568,300041149212,2023-01-10,1,24,fb96d85ba1bf91e806e23d0e074d198b,58490.0,25,Organic Search,Organic
198222,300028196374,2022-06-17,6,12,d89d1299f70b54acbdc0526874e89492,13499.0,18,Direct,Organic
604775,300022770237,2022-02-16,2,12,346e0546f7fc8238e7b40ed83ed4789a,33900.0,14,Organic Search,Organic
721481,300048726581,2023-05-31,5,24,21db3b8500a27707c666816374bf76c1,49780.43,29,Direct,Organic
572009,300022129453,2022-01-25,1,12,f00573cea5f99f2ebd2e25f9c76f366a,9749.0,13,Paid Search,Paid
526399,300021529454,2022-01-02,1,12,417448f72168281a5cb1d30c9ca422ba,1794.55,13,Paid Search,Paid
637512,300044634144,2023-03-22,3,24,b4604cca6917a0048b2748241598065d,1589.0,27,Organic Search,Organic
886142,300043069149,2023-02-16,2,24,1ace15836bc3f95990f5ccfc41d6aff1,23390.0,26,Organic Search,Organic
403591,300038991476,2022-11-28,11,12,d60146900f225b60ba5feac28e341c2a,1050.0,23,Paid Search,Paid
863842,300042976842,2023-02-15,2,24,60d5656351b499ef4c93b4c3eab3e508,499.0,26,Organic Search,Organic
725385,300046989192,2023-05-05,5,24,cfbe0a42d5b64528f0581337a17c9aa5,47998.0,29,Organic Search,Organic
400558,300032043059,2022-08-23,8,12,52dd9d0091e15ab70c5896118e32b9b1,2279.0,20,Paid Search,Paid
493373,300039066553,2022-12-01,12,12,64334ce4b21b3126c6052f1c24d76f7e,12994.0,24,Direct,Organic
378818,300027358004,2022-05-31,5,12,5fcc4df24fa309a042d240b83ab0f563,1499.0,17,Paid Search,Paid
280705,TC300028420494,2022-06-20,6,12,b4db893db5616c31d74b536c09e1c445,15999.0,18,Direct,Organic
893302,300043706285,2023-03-01,3,24,9b9dd792fd5a67867cb962d770931f13,3499.0,27,Organic Search,Organic
712387,300047856036,2023-05-19,5,24,d85d96727635115570bcae0cdc541e55,29990.0,29,Paid Search,Paid
809544,300046492285,2023-04-25,4,24,18f41cc92c2cbc4ee5fa3a24a55fdaa0,1499.0,28,Direct,Organic
445541,300040041126,2022-12-21,12,12,592ad2f44d93738e68649b5f17703fff,200.0,24,Paid Search,Paid
787207,300041914379,2023-01-24,1,24,b71f3d50ec99d2931d77d1c8e1e07af0,999.0,25,Paid Search,Paid
366553,300028044079,2022-06-14,6,12,e42ae7043311f407f41abbc24c890efc,8999.1,18,Organic Search,Organic
22274,300036858484,2022-10-24,10,12,9f96a854faf79ade3a2b28b4c525a6aa,47150.0,22,Paid Search,Paid
889196,300042733009,2023-02-10,2,24,5eff9f33c84d5728f449125f3f100a92,949.05,26,Paid Search,Paid
44789,300024093538,2022-04-03,4,12,4fabb358d55d47c9c2344276d466601f,7461.0,16,Paid Search,Paid
337651,300027850807,2022-06-21,6,12,c523eb847ea5e3e0d146c654138d571b,49990.0,18,Paid Search,Paid
575015,300022842061,2022-02-18,2,12,6b48e28ed4efce8cec48ab6cd3051360,1499.0,14,Paid Search,Paid
132975,300031981895,2022-08-21,8,12,2e3af44e06bebf2a1e77bf42cf388fc9,590.0,20,Affiliate,Paid
817182,300043906196,2023-03-06,3,24,3915c3980902206692c7c96b161dd046,19990.0,27,Direct,Organic
894677,300042619952,2023-02-07,2,24,671c40b2efc0c572d3541515d31d600e,1390.0,26,Paid Search,Paid
340160,300028464683,2022-06-21,6,12,660afabbd9cb16ce46d2e5f9322c55fb,289.0,18,Affiliate,Paid
747158,300042009046,2023-01-25,1,24,3e5c915b3449068514d47243b578a1c4,806.55,25,Paid Search,Paid
729916,300043107127,2023-02-18,2,24,8aae59632fb10f8da9e60aa83275ab56,503.1,26,Organic Search,Organic
182535,300034454607,2022-09-29,9,12,99931a0849034e4d7e11cc8099b4e7a4,499.0,21,Organic Search,Organic
605796,300021686857,2022-01-09,1,12,47ac3d190f5be013129491ea7817f3d4,284.05,13,Paid Search,Paid
677156,300045172424,2023-04-02,4,24,e2e81cc6e5daeba201964bad7bdf8bf4,599.0,28,Loyalty,Unknown
263343,300040347856,2022-12-29,12,12,68653eefc6671ca8d3b579efc861530b,13491.0,24,Paid Search,Paid
638918,300044640070,2023-03-22,3,24,13d68f5771600c54570edc14248bf3c9,10999.0,27,Internal,Organic
100891,300031713119,2022-08-16,8,12,4a325104721b410b1d61122e199f9804,149.0,20,Paid Search,Paid
404921,300039015354,2022-11-28,11,12,a96ce6549d80c093a3bf44acc8ce6520,550.0,23,Paid Search,Paid
778981,TC300045832502,2023-05-08,5,24,6fda1139dad00de61ba92e3b65e86bd5,1570.0,29,Direct,Organic
899624,300041463078,2023-01-18,1,24,b0739f3a4bc1b216f81986285e14dc22,7490.0,25,Paid Search,Paid
81745,300026402938,2022-05-15,5,12,be25e47b65a0159d81a58c682e583760,499.0,17,Paid Search,Paid
108199,300028751325,2022-06-26,6,12,2ef95ad86d4dbbd91ba094d6af04df22,2344.95,18,Paid Search,Paid
46072,300024359094,2022-04-03,4,12,9d01529767256495e573ae95f701095f,65900.0,16,Direct,Organic
33437,300031249481,2022-08-13,8,12,852edbb3acc21c4d86298cb0cfc4978f,28990.0,20,Paid Search,Paid
373583,300028143312,2022-06-29,6,12,2529f8efef4bfcf123096e13cbbf8e3b,12599.1,18,Organic Search,Organic
375169,300039842617,2022-12-17,12,12,9ae1a093d54c699ba37398268201c787,499.0,24,Paid Search,Paid
635376,300045885624,2023-04-16,4,24,7d38d520cb336ec0f694c47ea5197dbe,36990.0,28,Organic Search,Organic
426987,300023351452,2022-03-06,3,12,b799b7f06ae07fb1ad2cd5f2b2df6374,18500.35,15,Paid Search,Paid
656336,300045485730,2023-04-09,4,24,d2ea9651b977f02fe19377317c0fddbb,3750.0,28,Paid Search,Paid
837535,TC300044418114,2023-03-17,3,24,3d9d79ea783f904af6c76185fad84d72,2635.2,27,Internal,Organic
864685,300042991663,2023-02-15,2,24,ed167ab0f5ce3616f875ba8e85605d83,30.0,26,Affiliate,Paid
631352,300042074966,2023-01-26,1,24,7f105fca6e994df0188ad818a2a23553,13990.0,25,Direct,Organic
438166,300025505144,2022-04-28,4,12,67b82e12dc8efa2b672ea2a516b97d61,7199.1,16,Organic Search,Organic
711068,300047470149,2023-05-19,5,24,fa19185a7c938b10d9d2702f2df37cc7,899.0,29,Affiliate,Paid
619690,300021604629,2022-01-06,1,12,5db7061b30e8e40cc25ce9cfbc1e3b14,80.0,13,Organic Search,Organic
10821,300031604653,2022-08-14,8,12,3932553752de795b608862b153a168d7,1799.1,20,Paid Search,Paid
430463,300026581188,2022-05-18,5,12,5e8bafd30ed7d8f062a3ec452416d68f,759.05,17,Direct,Organic
536132,300037005393,2022-11-15,11,12,387c5d628da324d07d6bc3a45adea9dd,89990.0,23,Organic Search,Organic
795858,TC300046849596,2023-05-09,5,24,5f4324e3e45fb7fc4638244fbd34c2e1,57990.0,29,Direct,Organic
580017,300023060145,2022-02-25,2,12,745f1f5bd213d8134adb4621b963f589,1974.1,14,Paid Search,Paid
902042,300043352255,2023-02-22,2,24,e5a67863bdb67895c5a6a6549885f800,28998.0,26,Direct,Organic
682649,300042824259,2023-02-12,2,24,3a9ae3767b66b3aad25bee47bb878549,1999.0,26,Direct,Organic
504683,300024465327,2022-04-04,4,12,a5af31f16caa05bd55370d91a78a557f,30490.0,16,Paid Search,Paid
587627,300023430884,2022-03-08,3,12,6b784aeafe4f171d062d3ab8d021fa0e,23749.05,15,Direct,Organic
201117,300028197381,2022-06-17,6,12,ea6d4c74e1dc4bab09cbc3105ed1ed71,48990.0,18,Organic Search,Organic
438527,300025507616,2022-04-28,4,12,2ed473335edc5311c2f622d0c8873558,16191.0,16,Direct,Organic
77635,300035525270,2022-10-09,10,12,f38b4f7b8f5ab05b49942e63d64db761,1492.0,22,Organic Search,Organic
545902,300022602399,2022-02-12,2,12,4db03988e8fbbb6bcc9cebcba0bdc1f1,1089.0,14,Direct,Organic
76076,300026884155,2022-05-22,5,12,58d6e856c648cdb443d74cb841372990,23801.03,17,Paid Search,Paid
661505,300043893127,2023-03-05,3,24,3204f7bcef05bde525f32aa431960d75,2039.0,27,Internal,Organic
67916,300036226567,2022-10-19,10,12,bdab36b276b98f1354bda9aa10bf2fab,1999.0,22,Paid Search,Paid
512608,300023668995,2022-03-16,3,12,517efeb399dda65c89945bc737dd13b1,6299.1,15,Internal,Organic
797521,300045067531,2023-03-30,3,24,cb1552ca05282d5d5befe92b240bc68d,1889.0,27,Direct,Organic
752815,300047772395,2023-05-18,5,24,297b1e034678ff7f39a153a3f91bc4f4,1499.0,29,Organic Search,Organic
204949,TC300026664945,2022-05-19,5,12,27ca5e8ec6e6979a9cadb2ee88e60ee9,15999.0,17,Internal,Organic
144858,300034661013,2022-09-28,9,12,bea87987080bf8f9ba11f92b649f2e6c,27978.0,21,Organic Search,Organic
198055,300026717197,2022-06-17,6,12,f8082060333893c629c7e45d0cd20d21,13499.0,18,Direct,Organic
38212,300036998614,2022-10-26,10,12,81d2baaeb1bcba45c7054babd370729e,1299.0,22,Paid Search,Paid
888992,300044962360,2023-03-28,3,24,c77957befb441fee6f88440a3a248e33,10791.0,27,Paid Social,Paid
416153,300029765594,2022-07-20,7,12,2b8eea67e7b546421997039148824f76,799.0,19,Organic Search,Organic
325285,300028527427,2022-06-22,6,12,9fd6805673b82a5e03af278b9313f22a,895.0,18,Affiliate,Paid
637634,300044379102,2023-03-22,3,24,23f5a0a341589f20985f992793b59051,6499.0,27,Paid Search,Paid
75800,300026844780,2022-05-22,5,12,7af6994ee2943f8d13644ffe021c192a,1499.0,17,Organic Search,Organic
244371,300037928517,2022-11-13,11,12,5f56d5d9be5783f0544f3461aea286e6,2299.0,23,Paid Social,Paid
768807,300046585650,2023-04-27,4,24,c17c5cfeff9e9d7018d558913c1ea1e7,30.0,28,Affiliate,Paid
667693,300045865241,2023-04-15,4,24,2020ff6a1456e3c98e706fad28a2bcea,99990.0,28,Paid Search,Paid
735566,300048044021,2023-05-22,5,24,c5d2233abe2ddce554be8353e04d6017,2198.0,29,Organic Search,Organic
201244,300028163972,2022-06-17,6,12,268904acd48f2efd5e142cce66d99de4,2299.0,18,Paid Search,Paid
435387,300033031892,2022-09-12,9,12,0fced05064a57b8370e6d4761396f8b8,30.0,21,Affiliate,Paid
431582,300027729109,2022-06-07,6,12,007cbb14e315a6071cd3dbfcba6b4e3b,112998.0,18,Direct,Organic
831702,300044274107,2023-03-13,3,24,c7596d76876c45c08ff8c4da3baadf4d,1.0,27,Organic Search,Organic
271909,300023582260,2022-03-13,3,12,3d50a6e5a2afe7e1485b762cf82ebb2c,11510.19,15,Direct,Organic
545014,300022616363,2022-02-12,2,12,f7ef9ffff99e1b0d230980c9a58d30c3,3050.1,14,Paid Search,Paid
885260,300043045276,2023-02-16,2,24,59a72eec35c6ce1ffc734e3732346ede,4499.1,26,Affiliate,Paid
318794,300028586280,2022-06-23,6,12,77958bc2e78ba5c6768bb8a040f3cf72,9990.0,18,Paid Search,Paid
733249,300046003646,2023-04-18,4,24,52a88ccb9b39a1a467fefa8d7ddc87c6,1099.0,28,Affiliate,Paid
409343,300025147568,2022-04-21,4,12,c31f99c4a65fcdb9c9570e3f526073b3,521.1,16,Organic Search,Organic
868766,300042569736,2023-02-06,2,24,4f2b65c61d6a7afcec24d71b1a210369,1399.0,26,Organic Search,Organic
481949,300038425076,2022-11-22,11,12,23de110ca9e89818ac79264bbeb173fd,1148.0,23,Paid Search,Paid
121559,300035954228,2022-10-15,10,12,e5e95e1fbe3f2ff648b065f7270e26ad,3879.0,22,Organic Search,Organic
739883,300041673727,2023-01-21,1,24,2ef13d376359567a12fb6f8b7790212d,399.0,25,Organic Search,Organic
